id,name,longitude,latitude,Score_Population_Density,Score_Footfall,Score_Transit,Score_Traffic,Score_Rent_Value,Score_Parking,Score_Night_Activity,Score_Walkability,Score_Safety,Score_POI_Synergy
247,Issapur Village,76.8594901,28.57312004,81.97532749,39.25069432,50.41772366,64.53316783,82.94229167,64.85257912,51.56337204,54.37414342,44.19466068,60.88341462
260,Daurala Village,76.8943581,28.51068552,82.30983272,37.54568326,51.32043253,56.39271953,88.81984848,60.69783368,50.68473118,59.15504245,46.08511277,62.50716281
340,Malikpur Zer Village,76.90016917,28.55934748,83.59335048,44.6173495,53.93303767,50.48789269,77.82068812,55.24736396,57.29000741,59.44827283,47.81248614,65.78706095
266,Ghumanhera Jainpur Village,76.92827728,28.52747953,86.2424952,47.81054561,57.32114458,51.23571568,77.53121937,52.88476909,52.94146569,59.89665208,47.68382184,64.05384134
240,Samaspur Khalsa,76.89870213,28.57852511,84.29209789,44.96519381,54.94667327,59.31373277,80.6252738,58.45324437,56.65070022,47.96372025,46.78389019,64.86418617
241,Kharkhari Jatmal Village,76.94361599,28.57535074,86.37150231,33.69042039,61.84459565,50.68613051,72.46155718,60.70018767,59.10634368,54.20100932,44.71225457,65.98102638
137,Ghallbpur Village,76.88499112,28.5304592,81.95595212,46.21106662,50.04167371,59.47720291,84.7219899,47.69167428,59.31392851,63.91842879,47.39468933,59.76089061
339,Nankheri,76.99016558,28.52254617,90.13970655,32.48594447,63.68589283,51.96867317,75.45361184,61.44757958,54.42561061,49.81605898,49.49852327,62.98104427
139,Asalatpur Khawad,76.94809375,28.5344136,86.38073987,33.00833782,59.11232297,59.51008555,75.01714589,55.30659436,62.6217133,48.77209428,46.32393511,60.98026619
253,Daryapur Khurd Village,76.91541417,28.54549611,84.23029104,40.23354884,55.18359207,54.85415329,75.52400374,60.19528333,61.15390874,64.00696002,45.77814568,58.11505157
248,Qazipur Village,76.88312936,28.56459146,82.21154639,44.94941876,52.19420408,61.24477748,85.76789871,48.78520579,55.76766991,54.39626512,47.95230583,64.26990601
324,Nizampur,76.96512107,28.73622194,88.39783071,32.68829354,69.03916498,61.64895279,74.45591555,50.32057256,55.42879986,51.9320727,45.0906732,58.67652302
237,Shikarpur Village,76.95014387,28.5159655,87.06439526,31.2215592,57.78246099,51.01025902,78.83614404,57.17039587,61.60819484,49.10729845,48.8058842,60.613114
262,Hasanpur Village,76.93840886,28.55235696,86.83961574,36.44158331,60.51218107,52.45435732,73.82557491,60.42320809,54.15221462,49.73201807,44.31659155,64.91546597
259,Dhansa Village,76.85710005,28.55344011,80.79346057,35.38486462,47.52373665,64.9568675,73.08481303,47.09413304,57.08740033,60.55626401,46.58740322,62.9562096
342,Sherpur Deri,76.92593914,28.54720091,85.39659288,33.62466132,58.40982954,59.24975472,78.3899335,49.4026395,50.65608608,58.56596799,46.4192638,64.77910344
376,Surehra Village,76.94338459,28.59394273,86.29082897,45.88050379,63.36724876,54.03490107,74.74348824,47.39282114,59.55353476,47.99958057,45.5955707,59.17537539
265,Mandhela Khurd Village,76.90038977,28.62074458,84.39197119,32.39524264,57.30275219,53.31154419,77.12771224,53.62293352,57.23061587,53.31254688,45.35912976,65.92543326
249,Sarangpur Village,76.88050678,28.54528603,83.27589072,30.73366406,51.27319268,51.9512936,86.6337433,54.22689769,57.31500603,48.0471004,47.19375126,62.52944553
343,Jhuljhuli Village,76.90127573,28.5401592,83.29027135,31.32992535,54.69925718,61.94805936,73.24962917,48.45082725,51.84504943,49.93925419,48.51438729,58.49915255
261,Baqar Garh Village,76.87882117,28.59611088,81.26372217,30.40142396,53.01936864,56.77080536,78.32920837,47.63560439,52.10036146,52.90602955,44.30209716,62.99691238
